"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18129","TC05 - Verify Schedule Interview Validation @regression","Regression","Thu Feb 05 20:09:34 UTC 2026","failed","Thu Feb 05 20:09:53 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","13679","TC07 - Verify Leave Approve Action @regression","Regression","Thu Feb 05 20:07:15 UTC 2026","failed","Thu Feb 05 20:07:29 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","17081","TC09 - Verify error when creating a duplicate Employment Status @regression","Regression","Thu Feb 05 20:07:08 UTC 2026","failed","Thu Feb 05 20:07:25 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","13775","TC01 - Verify Location Lifecycle: Create, Verify in Table @foundation","Foundation","Thu Feb 05 20:03:05 UTC 2026","passed","Thu Feb 05 20:03:18 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","17318","TC01 - Verify Supervisor Grading Employee Review @regression","Regression","Thu Feb 05 20:07:37 UTC 2026","failed","Thu Feb 05 20:07:54 UTC 2026","Performance_Evaluation_Test","Performance/Performance_Evaluation_Test.spec.ts","",""
"","18920","TC13 - Verify My Claims View Details @regression","Regression","Thu Feb 05 20:13:42 UTC 2026","failed","Thu Feb 05 20:14:01 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","59500","TC09 - Verify License Lifecycle: Create @regression","Regression","Thu Feb 05 20:08:58 UTC 2026","failed","Thu Feb 05 20:09:57 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","33976","TC04 - Verify Add Employee Validation @regression","Regression","Thu Feb 05 20:04:23 UTC 2026","passed","Thu Feb 05 20:04:57 UTC 2026","PIM_Employee_Test","PIM/PIM_Employee_Test.spec.ts","",""
"","19046","TC05 - Verify Expense Type: Validate Empty Field @regression","Regression","Thu Feb 05 20:11:22 UTC 2026","passed","Thu Feb 05 20:11:41 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","15545","TC08 - Verify error when creating a duplicate Education Level @regression","Regression","Thu Feb 05 20:08:41 UTC 2026","failed","Thu Feb 05 20:08:57 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","17321","TC16 - Verify error when creating a duplicate Language @regression","Regression","Thu Feb 05 20:12:38 UTC 2026","passed","Thu Feb 05 20:12:55 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","28357","TC07 - Verify Expense Type Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 20:11:41 UTC 2026","passed","Thu Feb 05 20:12:10 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","8310","TC04 - Cleanup Candidate - Workflow Candidate @regression","Cleanup","Thu Feb 05 20:16:14 UTC 2026","passed","Thu Feb 05 20:16:22 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","39384","TC02 - Verify Leave Type Duplicate Validation @regression","Regression","Thu Feb 05 20:04:56 UTC 2026","passed","Thu Feb 05 20:05:35 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","18705","TC01 - Verify Leave Type Lifecycle: Create, Verify, Delete @regression","Regression","Thu Feb 05 20:04:35 UTC 2026","failed","Thu Feb 05 20:04:54 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","32949","TC02 - Assign Leave Insufficient Balance Warning @regression","Regression","Thu Feb 05 20:04:41 UTC 2026","passed","Thu Feb 05 20:05:14 UTC 2026","Leave_Operations_Test","Leave/Leave_Operations_Test.spec.ts","",""
"","34532","TC03 - Verify KPI Validation Errors @regression","Regression","Thu Feb 05 20:07:33 UTC 2026","passed","Thu Feb 05 20:08:07 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","7170","TC01 - Cleanup Custom Field - Automation Badge ID @regression","Cleanup","Thu Feb 05 20:15:16 UTC 2026","passed","Thu Feb 05 20:15:23 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","38773","TC01 - Verify Employee Claims Page Display @regression","Regression","Thu Feb 05 20:08:46 UTC 2026","passed","Thu Feb 05 20:09:25 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","50093","TC08 - Verify Leave Reject Action @regression","Regression","Thu Feb 05 20:07:30 UTC 2026","failed","Thu Feb 05 20:08:20 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","31453","TC07 - Verify Employee Claims Approve Action @regression","Regression","Thu Feb 05 20:11:38 UTC 2026","failed","Thu Feb 05 20:12:10 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","41060","TC01 - Verify Report Lifecycle: Create, Verify @regression","Regression","Thu Feb 05 20:04:28 UTC 2026","failed","Thu Feb 05 20:05:09 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","54264","TC12 - Verify error when creating a duplicate License @regression","Regression","Thu Feb 05 20:10:52 UTC 2026","passed","Thu Feb 05 20:11:47 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","6736","TC15 - Verify My Claims Filter by Status @regression","Regression","Thu Feb 05 20:14:20 UTC 2026","passed","Thu Feb 05 20:14:27 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","14962","TC02 - Generate Employee Report @regression","Regression","Thu Feb 05 20:05:10 UTC 2026","failed","Thu Feb 05 20:05:25 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","17611","TC14 - Verify My Claims Filter by Event @regression","Regression","Thu Feb 05 20:14:02 UTC 2026","failed","Thu Feb 05 20:14:19 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","10641","TC01 - Cleanup Candidate - E2E Candidate @regression","Cleanup","Thu Feb 05 20:15:39 UTC 2026","passed","Thu Feb 05 20:15:49 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","60179","TC02 - Verify updating an existing Location @regression","Regression","Thu Feb 05 20:04:21 UTC 2026","broken","Thu Feb 05 20:05:21 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","47892","TC01 - Verify Apply Leave Success @regression","Regression","Thu Feb 05 20:04:24 UTC 2026","failed","Thu Feb 05 20:05:12 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","14356","TC09 - Verify My Leave Reset Filters @regression","Regression","Thu Feb 05 20:09:07 UTC 2026","failed","Thu Feb 05 20:09:21 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","16848","TC06 - Verify Employee Claims Filter by Date Range @regression","Regression","Thu Feb 05 20:11:22 UTC 2026","passed","Thu Feb 05 20:11:38 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","63221","TC03 - Verify Event Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 20:09:17 UTC 2026","broken","Thu Feb 05 20:10:21 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","9856","TC19 - Verify validation error for empty Work Shift Name @regression","Regression","Thu Feb 05 20:12:43 UTC 2026","passed","Thu Feb 05 20:12:53 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","7301","TC12 - Verify Employee Claims Reset Filters @regression","Regression","Thu Feb 05 20:13:35 UTC 2026","passed","Thu Feb 05 20:13:42 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","9593","TC12 - Verify Review Validation Errors @regression","Regression","Thu Feb 05 20:12:45 UTC 2026","passed","Thu Feb 05 20:12:54 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","18116","TC01 - Verify Add Candidate with All Fields @regression","Regression","Thu Feb 05 20:06:48 UTC 2026","failed","Thu Feb 05 20:07:06 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","15114","TC11 - Verify OAuth Client Validation Errors @regression","Regression","Thu Feb 05 20:10:01 UTC 2026","failed","Thu Feb 05 20:10:17 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","16580","TC02 - Verify My Claims History Search @regression","Regression","Thu Feb 05 20:08:37 UTC 2026","failed","Thu Feb 05 20:08:53 UTC 2026","Claim_Advanced_Test","Claim/Claim_Advanced_Test.spec.ts","",""
"","8440","TC02 - Cleanup Attendance Record - Leaving for the day @regression","Cleanup","Thu Feb 05 20:15:24 UTC 2026","passed","Thu Feb 05 20:15:32 UTC 2026","Time Test Cleaning","Clean/Time_Cleaning.spec.ts","",""
"","34162","TC01 - Generate Project Report @regression","Regression","Thu Feb 05 20:05:36 UTC 2026","passed","Thu Feb 05 20:06:10 UTC 2026","Time_Reports_Test","Time/Time_Reports_Test.spec.ts","",""
"","10011","TC03 - Cleanup Vacancy - Senior Java SDET @regression","Cleanup","Thu Feb 05 20:16:04 UTC 2026","passed","Thu Feb 05 20:16:14 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","19217","TC09 - Verify Employee Claims View Details @regression","Regression","Thu Feb 05 20:12:24 UTC 2026","failed","Thu Feb 05 20:12:43 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","54984","TC05 - Verify Search by City and Country filters @regression","Regression","Thu Feb 05 20:06:34 UTC 2026","passed","Thu Feb 05 20:07:29 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","20888","TC09 - Verify Manage Reviews Search by Employee @regression","Regression","Thu Feb 05 20:11:56 UTC 2026","failed","Thu Feb 05 20:12:16 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","15686","TC13 - Verify Project Search by Admin @regression","Regression","Thu Feb 05 20:10:16 UTC 2026","failed","Thu Feb 05 20:10:31 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","6527","TC02 - Cleanup Tracker - Quality Tracker 2025 @regression","Cleanup","Thu Feb 05 20:15:20 UTC 2026","passed","Thu Feb 05 20:15:27 UTC 2026","Performance Test Cleaning","Clean/Performance_Cleaning.spec.ts","",""
"","29374","TC03 - Verify Nationality Validation: Empty Field @regression","Regression","Thu Feb 05 20:06:19 UTC 2026","passed","Thu Feb 05 20:06:49 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","33439","TC05 - Verify validation error for empty Pay Grade Name @regression","Regression","Thu Feb 05 20:05:02 UTC 2026","passed","Thu Feb 05 20:05:35 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
