"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18867","TC10 - Verify My Entitlements Display @regression","Regression","Thu Feb 05 19:10:00 UTC 2026","failed","Thu Feb 05 19:10:19 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","41332","TC05 - Verify Holiday Validation Error @regression","Regression","Thu Feb 05 19:07:42 UTC 2026","passed","Thu Feb 05 19:08:23 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","13716","TC02 - Verify updating an existing Location @regression","Regression","Thu Feb 05 19:04:50 UTC 2026","failed","Thu Feb 05 19:05:03 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","22437","TC01 - Verify Vacancy Lifecycle: Create, Verify @foundation","Foundation","Thu Feb 05 19:02:44 UTC 2026","failed","Thu Feb 05 19:03:07 UTC 2026","Recruitment_Vacancies_Test","Recruitment/Recruitment_Vacancies_Test.spec.ts","",""
"","56970","TC02 - Verify Vacancy Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:06:44 UTC 2026","failed","Thu Feb 05 19:07:41 UTC 2026","Recruitment_Vacancies_Test","Recruitment/Recruitment_Vacancies_Test.spec.ts","",""
"","17573","TC01 - Verify Purge Employee Records Search & Delete @regression","Regression","Thu Feb 05 19:10:10 UTC 2026","failed","Thu Feb 05 19:10:28 UTC 2026","Maintenance_PurgeRecords_Test","Maintenance/Maintenance_PurgeRecords_Test.spec.ts","",""
"","60213","TC02 - Verify KPI Lifecycle: Create, Link to Job, Edit, Delete @regression","Regression","Thu Feb 05 19:07:42 UTC 2026","broken","Thu Feb 05 19:08:42 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","17546","TC01 - Verify Customer Add @foundation","Foundation","Thu Feb 05 19:03:08 UTC 2026","passed","Thu Feb 05 19:03:25 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","5869","TC10 - Cleanup Language - German-Arabic @regression","Cleanup","Thu Feb 05 19:17:17 UTC 2026","passed","Thu Feb 05 19:17:23 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","46807","TC07 - Verify Employment Status Lifecycle: Create and Delete @regression","Regression","Thu Feb 05 19:06:59 UTC 2026","failed","Thu Feb 05 19:07:46 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","30963","TC11 - Verify Employee Claims Cancel Action @regression","Regression","Thu Feb 05 19:13:10 UTC 2026","failed","Thu Feb 05 19:13:41 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","40870","TC01 - Verify Event: Validate Empty Field @regression","Regression","Thu Feb 05 19:09:01 UTC 2026","passed","Thu Feb 05 19:09:42 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","35706","TC01 - Verify Report Lifecycle: Create, Verify @regression","Regression","Thu Feb 05 19:04:42 UTC 2026","failed","Thu Feb 05 19:05:18 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","33661","TC08 - Verify validation error for empty Unit Name in Structure @regression","Regression","Thu Feb 05 19:08:33 UTC 2026","passed","Thu Feb 05 19:09:06 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","8845","TC04 - Cleanup Job Category - Professionals - QA Engineer @regression","Cleanup","Thu Feb 05 19:16:31 UTC 2026","passed","Thu Feb 05 19:16:40 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","39258","TC08 - Verify Leave Reject Action @regression","Regression","Thu Feb 05 19:08:10 UTC 2026","failed","Thu Feb 05 19:08:49 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","14484","TC03 - Cleanup Vacancy - Senior Java SDET @regression","Cleanup","Thu Feb 05 19:16:17 UTC 2026","passed","Thu Feb 05 19:16:31 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","37149","TC04 - Verify Report Validation Error @regression","Regression","Thu Feb 05 19:06:50 UTC 2026","passed","Thu Feb 05 19:07:27 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","13506","TC02 - Verify Project Add @foundation","Foundation","Thu Feb 05 19:03:25 UTC 2026","passed","Thu Feb 05 19:03:39 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","20468","TC03 - Verify Employee Record Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:06:17 UTC 2026","failed","Thu Feb 05 19:06:38 UTC 2026","Time_Attendance_Test","Time/Time_Attendance_Test.spec.ts","",""
"","53649","TC07 - Verify Delete User Functionality @regression","Regression","Thu Feb 05 19:07:28 UTC 2026","passed","Thu Feb 05 19:08:22 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","48731","TC04 - Verify Apply Leave Balance Check @regression","Regression","Thu Feb 05 19:06:56 UTC 2026","failed","Thu Feb 05 19:07:45 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","39384","TC05 - Verify Search by Employment Status @regression","Regression","Thu Feb 05 19:05:35 UTC 2026","passed","Thu Feb 05 19:06:14 UTC 2026","PIM_Employee_Test","PIM/PIM_Employee_Test.spec.ts","",""
"","60237","TC10 - Verify updating an existing Job Title @regression","Regression","Thu Feb 05 19:09:22 UTC 2026","broken","Thu Feb 05 19:10:23 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
