"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7735","TC10 - Cleanup Language - German-Arabic @regression","Cleanup","Thu Jan 15 16:41:08 UTC 2026","passed","Thu Jan 15 16:41:16 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","40202","TC04 - Verify Add Employee Validation @regression","Regression","Thu Jan 15 16:26:27 UTC 2026","passed","Thu Jan 15 16:27:07 UTC 2026","PIM_Employee_Test","PIM/PIM_Employee_Test.spec.ts","",""
"","18510","TC07 - Verify Employment Status Lifecycle: Create and Delete @regression","Regression","Thu Jan 15 16:29:17 UTC 2026","failed","Thu Jan 15 16:29:36 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","19039","TC01 - Verify Login Success and Dashboard Display @regression","Regression","Thu Jan 15 16:32:02 UTC 2026","failed","Thu Jan 15 16:32:21 UTC 2026","SmokeAuthenticationandNavigation","Auth/Smoke_Authentication_and_Navigation.spec.ts","",""
"","27332","TC03 - Verify Email Subscription Validation @regression","Regression","Thu Jan 15 16:28:27 UTC 2026","failed","Thu Jan 15 16:28:54 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","23742","TC01 - Verify Search Candidate by Name and Status @regression","Regression","Thu Jan 15 16:29:25 UTC 2026","failed","Thu Jan 15 16:29:49 UTC 2026","Recruitment_Search_And_Data_Test","Recruitment/Recruitment_Search_And_Data_Test.spec.ts","",""
"","8329","TC02 - Cleanup Candidate - Decline Candidate @regression","Cleanup","Thu Jan 15 16:38:21 UTC 2026","passed","Thu Jan 15 16:38:29 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","26069","TC01 - Generate Project Report @regression","Regression","Thu Jan 15 16:27:37 UTC 2026","failed","Thu Jan 15 16:28:03 UTC 2026","Time_Reports_Test","Time/Time_Reports_Test.spec.ts","",""
"","33007","TC13 - Verify Project Search by Admin @regression","Regression","Thu Jan 15 16:32:26 UTC 2026","passed","Thu Jan 15 16:32:59 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","23268","TC01 - Verify Admin User Lifecycle: Create, Search @foundation","Foundation","Thu Jan 15 16:20:26 UTC 2026","failed","Thu Jan 15 16:20:49 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","8207","TC12 - Verify Employee Claims Reset Filters @regression","Regression","Thu Jan 15 16:36:04 UTC 2026","passed","Thu Jan 15 16:36:13 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","36546","TC03 - Verify validation errors for required Location fields @regression","Regression","Thu Jan 15 16:27:31 UTC 2026","passed","Thu Jan 15 16:28:08 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","36995","TC17 - Verify Membership Lifecycle: Create @regression","Regression","Thu Jan 15 16:32:40 UTC 2026","passed","Thu Jan 15 16:33:17 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","21419","TC05 - Verify Employee Claims Search by Status @regression","Regression","Thu Jan 15 16:32:18 UTC 2026","failed","Thu Jan 15 16:32:39 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","10514","TC07 - Cleanup Skill - Java Automation @regression","Cleanup","Thu Jan 15 16:40:42 UTC 2026","passed","Thu Jan 15 16:40:53 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","27675","TC03 - Verify KPI Validation Errors @regression","Regression","Thu Jan 15 16:30:15 UTC 2026","failed","Thu Jan 15 16:30:43 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","21909","TC05 - Verify Schedule Interview Validation @regression","Regression","Thu Jan 15 16:31:05 UTC 2026","failed","Thu Jan 15 16:31:27 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","18633","TC11 - Verify Reset Search Filters @regression","Regression","Thu Jan 15 16:30:07 UTC 2026","failed","Thu Jan 15 16:30:25 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","20861","TC07 - Verify Employee Trackers Page Display @regression","Regression","Thu Jan 15 16:32:46 UTC 2026","failed","Thu Jan 15 16:33:07 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","17772","TC04 - Verify Emergency Contact Add @regression","Regression","Thu Jan 15 16:27:55 UTC 2026","failed","Thu Jan 15 16:28:13 UTC 2026","PIM_EmployeeDetails_Test","PIM/PIM_EmployeeDetails_Test.spec.ts","",""
"","19783","TC07 - Verify Delete User Functionality @regression","Regression","Thu Jan 15 16:28:54 UTC 2026","failed","Thu Jan 15 16:29:14 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","60179","TC02 - Verify Email Subscription Lifecycle: Add, Verify, Edit, Delete @regression","Regression","Thu Jan 15 16:27:26 UTC 2026","broken","Thu Jan 15 16:28:26 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","15385","TC09 - Verify Termination Reason Lifecycle: Create, Verify @foundation","Foundation","Thu Jan 15 16:23:01 UTC 2026","passed","Thu Jan 15 16:23:17 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","24057","TC04 - Cleanup Job Category - Professionals - QA Engineer @regression","Cleanup","Thu Jan 15 16:39:51 UTC 2026","failed","Thu Jan 15 16:40:16 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","27515","TC01 - Verify About Modal Popup @regression","Regression","Thu Jan 15 16:31:15 UTC 2026","passed","Thu Jan 15 16:31:43 UTC 2026","Dashboard_UserActions_Test","Dashboard/Dashboard_UserActions_Test.spec.ts","",""
"","28009","TC01 - Verify Vacancy Lifecycle: Create, Verify @foundation","Foundation","Thu Jan 15 16:24:23 UTC 2026","failed","Thu Jan 15 16:24:51 UTC 2026","Recruitment_Vacancies_Test","Recruitment/Recruitment_Vacancies_Test.spec.ts","",""
"","19890","TC02 - Verify Help Support Redirection @regression","Regression","Thu Jan 15 16:31:49 UTC 2026","failed","Thu Jan 15 16:32:09 UTC 2026","Dashboard_Advanced_Test","Dashboard/Dashboard_Advanced_Test.spec.ts","",""
"","20008","TC08 - Verify Modules Page Load and Save @regression","Regression","Thu Jan 15 16:30:12 UTC 2026","failed","Thu Jan 15 16:30:32 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","30010","TC02 - Verify Add Candidate Validation @regression","Regression","Thu Jan 15 16:29:04 UTC 2026","failed","Thu Jan 15 16:29:34 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","51306","TC18 - Verify updating an existing Work Shift @regression","Regression","Thu Jan 15 16:33:44 UTC 2026","passed","Thu Jan 15 16:34:36 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","26667","TC09 - Verify Employee Claims View Details @regression","Regression","Thu Jan 15 16:34:43 UTC 2026","failed","Thu Jan 15 16:35:09 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","24799","TC03 - Cleanup Employment Status - Freelance - Project Based @regression","Cleanup","Thu Jan 15 16:39:26 UTC 2026","failed","Thu Jan 15 16:39:51 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","24031","TC04 - Cleanup Employee - Script Automation Tester (ID: 77777) @regression","Cleanup","Thu Jan 15 16:39:41 UTC 2026","failed","Thu Jan 15 16:40:05 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","55267","TC03 - Verify Contact Details Update @regression","Regression","Thu Jan 15 16:26:59 UTC 2026","failed","Thu Jan 15 16:27:54 UTC 2026","PIM_EmployeeDetails_Test","PIM/PIM_EmployeeDetails_Test.spec.ts","",""
"","36235","TC03 - Verify validation error for empty Skill Name @regression","Regression","Thu Jan 15 16:26:46 UTC 2026","passed","Thu Jan 15 16:27:22 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","43472","TC01 - Generate Employee Performance Report @regression","Regression","Thu Jan 15 16:30:00 UTC 2026","failed","Thu Jan 15 16:30:44 UTC 2026","Performance_Reports_Test","Performance/Performance_Reports_Test.spec.ts","",""
"","13168","TC01 - Verify Add Employee Lifecycle: Create, Search @foundation","Foundation","Thu Jan 15 16:23:17 UTC 2026","passed","Thu Jan 15 16:23:30 UTC 2026","PIM_Employee_Test","PIM/PIM_Employee_Test.spec.ts","",""
"","35820","TC03 - Verify search with non-existing username @regression","Regression","Thu Jan 15 16:26:58 UTC 2026","failed","Thu Jan 15 16:27:34 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","19881","TC06 - Verify Language Packages Lifecycle: Add, Verify, Delete @regression","Regression","Thu Jan 15 16:29:35 UTC 2026","failed","Thu Jan 15 16:29:55 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","21751","TC02 - Verify Validation for Access Records @regression","Regression","Thu Jan 15 16:32:30 UTC 2026","failed","Thu Jan 15 16:32:52 UTC 2026","Maintenance_AccessRecords_Test","Maintenance/Maintenance_AccessRecords_Test.spec.ts","",""
"","38438","TC05 - Verify validation error for empty Pay Grade Name @regression","Regression","Thu Jan 15 16:27:36 UTC 2026","passed","Thu Jan 15 16:28:14 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","60741","TC03 - Verify Custom Field Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Jan 15 16:27:03 UTC 2026","broken","Thu Jan 15 16:28:04 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","18490","TC05 - Verify Emergency Contact Delete @regression","Regression","Thu Jan 15 16:28:14 UTC 2026","failed","Thu Jan 15 16:28:32 UTC 2026","PIM_EmployeeDetails_Test","PIM/PIM_EmployeeDetails_Test.spec.ts","",""
"","9811","TC07 - Cleanup Report - QA Employee Audit Report @regression","Cleanup","Thu Jan 15 16:40:40 UTC 2026","passed","Thu Jan 15 16:40:50 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","22312","TC07 - Verify validation error for empty Education Level @regression","Regression","Thu Jan 15 16:28:53 UTC 2026","failed","Thu Jan 15 16:29:15 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","49948","TC01 - Verify Nationality Lifecycle: Create, Verify @regression","Regression","Thu Jan 15 16:26:24 UTC 2026","passed","Thu Jan 15 16:27:14 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","22600","TC01 - Manage Review Lifecycle: Create, Activate, Delete @regression","Regression","Thu Jan 15 16:30:12 UTC 2026","failed","Thu Jan 15 16:30:34 UTC 2026","Performance_Reviews_Test","Performance/Performance_Reviews_Test.spec.ts","",""
"","60556","TC03 - Verify Report Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Jan 15 16:27:34 UTC 2026","broken","Thu Jan 15 16:28:34 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","48585","TC18 - Verify Membership Lifecycle: Create, Edit, Delete @regression","Regression","Thu Jan 15 16:33:17 UTC 2026","passed","Thu Jan 15 16:34:05 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","18278","TC02 - Verify Logout Functionality @regression","Regression","Thu Jan 15 16:31:43 UTC 2026","failed","Thu Jan 15 16:32:02 UTC 2026","Dashboard_UserActions_Test","Dashboard/Dashboard_UserActions_Test.spec.ts","",""
"","39249","TC02 - Generate My Leave Entitlements Report @regression","Regression","Thu Jan 15 16:27:02 UTC 2026","failed","Thu Jan 15 16:27:41 UTC 2026","Leave_Reports_Test","Leave/Leave_Reports_Test.spec.ts","",""
"","60239","TC10 - Verify Termination Reason Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Jan 15 16:29:24 UTC 2026","broken","Thu Jan 15 16:30:24 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","35714","TC09 - Verify Project Delete @regression","Regression","Thu Jan 15 16:30:19 UTC 2026","failed","Thu Jan 15 16:30:55 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","8352","TC11 - Cleanup Membership - IEEE Member @regression","Cleanup","Thu Jan 15 16:41:16 UTC 2026","passed","Thu Jan 15 16:41:24 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","17638","TC02 - Verify Apply Leave Validation - Empty Fields @regression","Regression","Thu Jan 15 16:27:12 UTC 2026","failed","Thu Jan 15 16:27:30 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","57592","TC16 - Verify error when creating a duplicate Job Category @regression","Regression","Thu Jan 15 16:32:13 UTC 2026","passed","Thu Jan 15 16:33:11 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","52953","TC02 - Verify Submit, Edit Claim Logic @regression","Regression","Thu Jan 15 16:31:31 UTC 2026","failed","Thu Jan 15 16:32:24 UTC 2026","Claim_Operations_Test","Claim/Claim_Operations_Test.spec.ts","",""
"","17629","TC09 - Verify License Lifecycle: Create @regression","Regression","Thu Jan 15 16:29:34 UTC 2026","failed","Thu Jan 15 16:29:52 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","21224","TC01 - Cleanup Event - Global QA Summit 2025 @regression","Cleanup","Thu Jan 15 16:38:25 UTC 2026","passed","Thu Jan 15 16:38:46 UTC 2026","Claim Test Cleaning","Clean/Claim_Cleaning.spec.ts","",""
"","57221","TC03 - Verify Shortlist Candidate @regression","Regression","Thu Jan 15 16:29:35 UTC 2026","failed","Thu Jan 15 16:30:32 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","37880","TC04 - Verify error message when Password and Confirm Password do not match @regression","Regression","Thu Jan 15 16:27:35 UTC 2026","passed","Thu Jan 15 16:28:12 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","22847","TC10 - Verify Manage Reviews Search by Reviewer @regression","Regression","Thu Jan 15 16:33:49 UTC 2026","passed","Thu Jan 15 16:34:12 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","46080","TC02 - Assign Leave Insufficient Balance Warning @regression","Regression","Thu Jan 15 16:27:11 UTC 2026","failed","Thu Jan 15 16:27:57 UTC 2026","Leave_Operations_Test","Leave/Leave_Operations_Test.spec.ts","",""
"","38860","TC01 - Generate Leave Entitlements and Usage Report @regression","Regression","Thu Jan 15 16:26:22 UTC 2026","failed","Thu Jan 15 16:27:01 UTC 2026","Leave_Reports_Test","Leave/Leave_Reports_Test.spec.ts","",""
"","16496","TC03 - Verify error when creating a duplicate Job Title @regression","Regression","Thu Jan 15 16:27:19 UTC 2026","failed","Thu Jan 15 16:27:35 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","14916","TC01 - Verify Customer Add @foundation","Foundation","Thu Jan 15 16:24:52 UTC 2026","passed","Thu Jan 15 16:25:07 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","25752","TC02 - Verify Supervisor Grading Employee Review @regression","Regression","Thu Jan 15 16:30:27 UTC 2026","failed","Thu Jan 15 16:30:52 UTC 2026","Performance_Evaluation_Test","Performance/Performance_Evaluation_Test.spec.ts","",""
"","26085","TC04 - Verify Nationality Duplicate Validation @regression","Regression","Thu Jan 15 16:28:27 UTC 2026","failed","Thu Jan 15 16:28:53 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","28652","TC05 - Verify My Reviews Page Display @regression","Regression","Thu Jan 15 16:31:49 UTC 2026","failed","Thu Jan 15 16:32:17 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","15833","TC02 - Verify Add Entitlement Validation @regression","Regression","Thu Jan 15 16:26:30 UTC 2026","failed","Thu Jan 15 16:26:46 UTC 2026","Leave_Entitlements_Test","Leave/Leave_Entitlements_Test.spec.ts","",""
"","36360","TC03 - Verify Select All Checkbox @regression","Regression","Thu Jan 15 16:33:09 UTC 2026","failed","Thu Jan 15 16:33:45 UTC 2026","Maintenance_Safety_Test","Maintenance/Maintenance_Safety_Test.spec.ts","",""
"","17548","TC01 - Verify KPI Lifecycle: Create, Link to Job @foundation","Foundation","Thu Jan 15 16:22:12 UTC 2026","passed","Thu Jan 15 16:22:30 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","48283","TC02 - Verify Leave Type Duplicate Validation @regression","Regression","Thu Jan 15 16:27:29 UTC 2026","passed","Thu Jan 15 16:28:17 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","18752","TC15 - Verify My Claims Filter by Status @regression","Regression","Thu Jan 15 16:37:00 UTC 2026","failed","Thu Jan 15 16:37:19 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","31323","TC02 - Verify Reset Search Filters @regression","Regression","Thu Jan 15 16:29:50 UTC 2026","failed","Thu Jan 15 16:30:21 UTC 2026","Recruitment_Search_And_Data_Test","Recruitment/Recruitment_Search_And_Data_Test.spec.ts","",""
"","15840","TC02 - Verify Custom Field Lifecycle: Create, Verify @foundation","Foundation","Thu Jan 15 16:22:30 UTC 2026","passed","Thu Jan 15 16:22:46 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","26550","TC03 - Verify Employee Timesheet Approval (Admin Action) @regression","Regression","Thu Jan 15 16:28:56 UTC 2026","failed","Thu Jan 15 16:29:22 UTC 2026","Time_Timesheets_Test","Time/Time_Timesheets_Test.spec.ts","",""
"","14349","TC16 - Verify error when creating a duplicate Language @regression","Regression","Thu Jan 15 16:32:24 UTC 2026","failed","Thu Jan 15 16:32:39 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","57980","TC10 - Verify OAuth Client Lifecycle: Create, Verify, Delete @regression","Regression","Thu Jan 15 16:31:33 UTC 2026","passed","Thu Jan 15 16:32:31 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","42634","TC02 - Cleanup Attendance Record - Leaving for the day @regression","Cleanup","Thu Jan 15 16:39:07 UTC 2026","failed","Thu Jan 15 16:39:50 UTC 2026","Time Test Cleaning","Clean/Time_Cleaning.spec.ts","",""
"","21330","TC08 - Verify My Leave Cancel Pending Request @regression","Regression","Thu Jan 15 16:30:09 UTC 2026","failed","Thu Jan 15 16:30:30 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","16567","TC06 - Verify Expense Type Lifecycle: Create, Verify @foundation","Foundation","Thu Jan 15 16:21:30 UTC 2026","passed","Thu Jan 15 16:21:47 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","24753","TC06 - Verify Edit User: Change Status from Enabled to Disabled @regression","Regression","Thu Jan 15 16:28:29 UTC 2026","failed","Thu Jan 15 16:28:53 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","15231","TC14 - Verify Language Lifecycle: Create, Edit, Delete @regression","Regression","Thu Jan 15 16:31:50 UTC 2026","failed","Thu Jan 15 16:32:05 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","41715","TC02 - Verify validation error for empty Job Title @regression","Regression","Thu Jan 15 16:26:36 UTC 2026","passed","Thu Jan 15 16:27:18 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","40551","TC01 - Verify Event: Validate Empty Field @regression","Regression","Thu Jan 15 16:30:06 UTC 2026","failed","Thu Jan 15 16:30:47 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","31791","TC04 - Verify Schedule Interview @regression","Regression","Thu Jan 15 16:30:33 UTC 2026","failed","Thu Jan 15 16:31:04 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","15481","TC04 - Verify error when creating a duplicate Location Name @regression","Regression","Thu Jan 15 16:28:08 UTC 2026","failed","Thu Jan 15 16:28:23 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","20903","TC06 - Verify Reset Button functionality @regression","Regression","Thu Jan 15 16:28:40 UTC 2026","failed","Thu Jan 15 16:29:01 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","12044","TC19 - Verify validation error for empty Work Shift Name @regression","Regression","Thu Jan 15 16:34:36 UTC 2026","passed","Thu Jan 15 16:34:48 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","35667","TC01 - Verify Dashboard Widget Toggle Visibility @regression","Regression","Thu Jan 15 16:31:11 UTC 2026","failed","Thu Jan 15 16:31:47 UTC 2026","Dashboard_Advanced_Test","Dashboard/Dashboard_Advanced_Test.spec.ts","",""
